"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"6084","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Witness or Victim identification of Suspect at the scene","DV Suspect"
"6084","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","DV Suspect"
"6085","1","Traffic Violation","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424","Equipment Violation","BRAKE LIGHT WAS NOT WORKING ON DRIVER SIDE"
"6086","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Matched suspect description","ADW VEHICLE"
"6087","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","expired reg"
"6088","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6089","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STO SIGN"
"6090","1","Reasonable Suspicion","31083","1508 HS - UNAUTH COMMUNITY CARE FAC (M) 31083","Matched suspect description","poss suicide"
"6091","1","Traffic Violation","66976","26453 VC - BRAKE SYS CONDITION VIOL (I) 66976","Equipment Violation","broken red brake light exposing white light/ window tint"
"6091","2","Traffic Violation","66530","26450 VC - REQ BRAKE SYSTEMS VIOL (I) 66530","Equipment Violation","passenger in vehicle with brake violation"
"6092","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6093","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Officer witnessed commission of a crime","PANHANDELING"
"6094","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","blacked out window tint"
"6095","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6096","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","C37 subject"
"6097","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 W&I"
"6098","1","Reasonable Suspicion","12004","211 PC - ROBBERY (F) 12004","Matched suspect description","Took females bag"
"6099","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEEDING"
"6100","1","Reasonable Suspicion","50203","273.6(A) PC - VIOL CRT ORD DOM VIOLENCE (M) 50203","Matched suspect description","TRO VIOLATION"
"6101","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Expired reg"
"6102","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Moving Violation","unsafe movement"
"6103","1","Knowledge of outstanding arrest warrant/wanted person","","","","wanted suspect"
"6104","1","Traffic Violation","54102","16025(A) VC - NO EVID:ID/INS/ETC:ACCDNT (I) 54102","Non-moving Violation, including Registration Violation","PROOF INSURANCE AT COLLISION SCENE"
"6105","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6106","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","OPEN ALCOHOL IN PUBLIC"
"6107","1","Traffic Violation","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Equipment Violation","NO PLATE"
"6108","1","Traffic Violation","54410","27156(A) VC - OPR/ETC GROSS POLLUTER (I) 54410","Equipment Violation","MODIFIED EXHAUST"
"6109","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","CELL PHONE"
"6110","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6111","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","HOLDIN/ READING CELL PHONE WHILE DRIVING"
"6112","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","WINDSHIELD TINT"
"6113","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Other Reasonable Suspicion of a crime","Possible auto theft"
"6114","1","Traffic Violation","54338","4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338","Equipment Violation","altered plate"
"6115","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","54.0110 SDMC"
"6116","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","Violation of Signs"
"6117","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","EXP REG"
"6118","1","Reasonable Suspicion","13193","246 PC - SHOOT:INHAB DWELL/VEH/ETC (M) 13193","Other Reasonable Suspicion of a crime","CALL FOR SERVICE"
"6119","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6120","1","Reasonable Suspicion","52827","417(A)(2)(A) PC - EXHBT CONCLD F/ARM IN PUB (M) 52827","Other Reasonable Suspicion of a crime","person waving gun"
"6120","1","Reasonable Suspicion","52827","417(A)(2)(A) PC - EXHBT CONCLD F/ARM IN PUB (M) 52827","Matched suspect description","person waving gun"
"6120","1","Reasonable Suspicion","52827","417(A)(2)(A) PC - EXHBT CONCLD F/ARM IN PUB (M) 52827","Officer witnessed commission of a crime","person waving gun"
"6121","1","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","encroachment"
"6121","2","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","encroachment"
"6121","3","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","encroachment"
"6121","4","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","encroachment"
"6122","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","MATCHED DESCRIPTION OF BURGLARY"
"6123","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","VIOLATION SIGNS"
"6124","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6125","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Driver using cell phone while driving"
"6126","1","Traffic Violation","54387","24953(A) VC - TURN SIGNAL LAMP VIOL (I) 54387","Moving Violation","ran red turn light"
"6127","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6128","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6129","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"6130","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","Expired Reg"
"6131","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Driver failed to stop at a stop sign"
"6132","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","VIOLATION SIGNS"
"6133","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6134","1","Reasonable Suspicion","31083","1508 HS - UNAUTH COMMUNITY CARE FAC (M) 31083","Matched suspect description","poss 5150"
"6135","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","VIOLATION SIGNS"
"6136","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED"
"6137","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","STOP SIGN"
"6138","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","EXPIRED REG"
"6139","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","RAN STOP SIGN"
"6140","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","Speed"
"6141","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","VIOLATION SIGNS"
"6142","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","did not stop at stop light"
"6143","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No front plate"
"6143","2","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No front plate"
"6144","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Matched suspect description","subject appeared to under the influence of alcohol"
"6145","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed"
"6146","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Moving Violation","RAN STOP SIGN AND DRIVING WHILE ON CELL PHONE"
"6147","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","Speed"
"6148","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Equipment Violation","Subject was driving a vehicle with suspended registration."
"6149","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cewll phonw"
"6150","1","Investigation to determine whether the person was truant","","","","Subject was suspect to 594 PC at the Days Inn Motel."
"6151","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","registration"
"6152","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","exp reg"
"6153","1","Reasonable Suspicion","13187","243(E) PC - BATTERY:SPOUSE/ETC (M) 13187","Witness or Victim identification of Suspect at the scene","Radio call of man and woman fighting."
"6154","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"6155","1","Traffic Violation","54788","5201(C) VC - UNLAW LIC PLATE COVERING (I) 54788","Equipment Violation","Plate cover"
"6156","1","Traffic Violation","54788","5201(C) VC - UNLAW LIC PLATE COVERING (I) 54788","Equipment Violation","License plate cover"
"6157","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","exp reg"
"6158","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Epired Reg"
"6159","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Driver failed to stop at a stop sign"
"6160","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","exp reg"
"6161","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Other Reasonable Suspicion of a crime","encroachment"
"6162","1","Reasonable Suspicion","52171","417.6(A) PC - EXH F/ARM/DLY WPN W/SBI (F) 52171","Matched suspect description","417 suspect"
"6163","1","Knowledge of outstanding arrest warrant/wanted person","","","","had active warant"
"6164","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"6165","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Non-moving Violation, including Registration Violation","no front plate"
"6166","1","Traffic Violation","54234","5201(A) VC - LICENS PLATE POSITION VIO (I) 54234","Moving Violation","no plates on car"
"6167","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","encroachment"
"6168","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"6169","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","Three outstanding warrants."
"6170","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"6171","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Expired Reg"
"6172","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"6173","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6174","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","Windshield obstruction"
"6175","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6176","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"6177","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","ILLEGAL LODGING"
"6178","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","Violation of Signs"
"6179","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"6180","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Non-moving Violation, including Registration Violation","MISSING LICENSE PLATE"
"6181","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6182","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","Driver failed to stop at a red light"
"6183","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","Speed"
"6184","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6185","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","STOP SIGN"
"6186","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6187","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","54.0110 SDMC"
"6188","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"6189","1","Consensual Encounter resulting in a search","","","","Consent contact// No search// FI completed"
"6190","1","Reasonable Suspicion","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063","Officer witnessed commission of a crime","OPEN BEER CAN"
"6190","2","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","ILLEGAL LODGING"
"6190","3","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","ILLEGAL LODGING"
"6190","4","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","ILLEGAL LODGING"
"6191","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"6192","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Expired Reg"
"6193","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","EXPIRED REGISTRATION"
"6194","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"6195","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","traffic stop"
"6196","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Exp reg"
